model,task_id,scene,instruction,wm_success,baseline_success,wm_status,wm_fail_reason,wm_steps,wm_total_tokens
kimivl-a3b,ai2thor03058,FloorPlan26,"I'm about to start cooking, please put the spatula into the pan.",0,0,failed_model,Model claimed DONE but success conditions not met,18,194104
kimivl-a3b,ai2thor03053,FloorPlan25,I'm about to cook. Please put the potato and egg in the pan and remember to close the refrigerator door.,0,0,failed_model,Model claimed DONE but success conditions not met,10,96317
kimivl-a3b,ai2thor03060,FloorPlan27,This egg is rotten; please throw it in the trash can.,0,0,failed_model,Model claimed DONE but success conditions not met,8,53205
kimivl-a3b,ai2thor03061,FloorPlan27,I've washed this tomato. Please put it in the refrigerator and remember to close the door.,0,0,failed_model,Model claimed DONE but success conditions not met,8,51102
kimivl-a3b,ai2thor03059,FloorPlan26,I want to eat this potato. Please put the potato in the pan and cook it until it's done.,0,0,failed_model,Model claimed DONE but success conditions not met,11,87468
kimivl-a3b,ai2thor03064,FloorPlan27,I forgot to turn off the coffee machine and the kitchen light. Go turn them off.,0,0,failed_model,Model claimed DONE but success conditions not met,4,22778
kimivl-a3b,ai2thor03065,FloorPlan28,I'd like some coffee. Please put a clean mug into the coffee machine and turn it on so the mug is filled with coffee.,0,0,failed_model,Model claimed DONE but success conditions not met,6,35102
kimivl-a3b,ai2thor03063,FloorPlan27,"I need to make the soup first. Please put the ladle into the pot, and then add water.",0,0,failed_model,Reached maximum step limit (20 steps),20,237669
kimivl-a3b,ai2thor03066,FloorPlan28,I put the dirty pot in the sink. Please wash it and then put it on the dining table.,0,0,failed_model,Model determined task cannot be completed or refused to continue,7,42924
kimivl-a3b,ai2thor03069,FloorPlan28,I accidentally threw the lettuce in the trash can. Please take it out and put it on the table.,0,0,failed_model,Reached maximum step limit (16 steps),16,158490
kimivl-a3b,ai2thor03071,FloorPlan29,"I want to eat toast. Please slice the bread, put one slice on the toaster, and cook it.",0,0,failed_model,Model claimed DONE but success conditions not met,8,62559
kimivl-a3b,ai2thor03068,FloorPlan28,"I don't want to eat lettuce, I want to eat potato. Please put the lettuce in the refrigerator and take the potato out of the refrigerator and onto the counter.",0,0,failed_model,Model claimed DONE but success conditions not met,31,483522
kimivl-a3b,ai2thor03067,FloorPlan28,This potato has been in the refrigerator for a long time. Please take it out and throw it in the trash. Remember to close the refrigerator door.,0,0,failed_model,Model claimed DONE but success conditions not met,16,159200
kimivl-a3b,ai2thor03072,FloorPlan29,I accidentally burned the bread slice in the toaster. Please help me put the bread slice from the toaster into the trash can.,0,0,failed_model,Model determined task cannot be completed or refused to continue,5,25344
kimivl-a3b,ai2thor03070,FloorPlan29,I've just entered the kitchen. Please turn on the kitchen light and put the potato I'm holding into the refrigerator. Remember to close the refrigerator door afterwards.,0,0,failed_model,Reached maximum step limit (24 steps),24,315357
kimivl-a3b,ai2thor03073,FloorPlan29,I want to eat potatoes. Please put this potato on a plate and then put the plate in the microwave.,0,0,failed_model,Model claimed DONE but success conditions not met,14,140070
kimivl-a3b,ai2thor03076,FloorPlan30,I've washed all the dishes in the sink; please take them out and put them on the counter.,0,0,failed_model,Model claimed DONE but success conditions not met,18,198420
kimivl-a3b,ai2thor03074,FloorPlan29,"I want to eat an egg, not bread. Please put the bread in the refrigerator and take the egg.",0,0,failed_model,Model determined task cannot be completed or refused to continue,8,51977
kimivl-a3b,ai2thor04000,FloorPlan302,I want to look up information on my phone. Please pick up the cell phone from the desk in the room.,0,0,failed_model,Model claimed DONE but success conditions not met,3,12961
kimivl-a3b,ai2thor03075,FloorPlan30,Please help me throw the apple into the trash can and turn on my phone.,0,0,failed_model,Model determined task cannot be completed or refused to continue,21,300684
kimivl-a3b,ai2thor03078,FloorPlan30,"Please fill the bottle with water, then turn off the kitchen light. I'm leaving.",0,0,failed_model,Model claimed DONE but success conditions not met,9,62923
kimivl-a3b,ai2thor04001,FloorPlan301,I'm about to wash my pillow. Please help me pick up the pillow from the bed.,0,0,failed_model,Reached maximum step limit (18 steps),18,189380
kimivl-a3b,ai2thor04006,FloorPlan303,Please move the pencil from the desk on the right to the side table by the window.,0,0,failed_model,Model claimed DONE but success conditions not met,12,99257
kimivl-a3b,ai2thor04005,FloorPlan303,Please transfer the cellphone from the side table next to the window to the desk by the bed on the right.,0,0,failed_model,Model claimed DONE but success conditions not met,7,51848
kimivl-a3b,ai2thor04004,FloorPlan303,Please move the book from the side table next to the window to the desk next to the bed on the right.,0,0,failed_model,Model claimed DONE but success conditions not met,21,262367
kimivl-a3b,ai2thor04009,FloorPlan303,I'd like to read a book. Please open the book on the table to the left and place it on the bed.,0,0,failed_model,Model claimed DONE but success conditions not met,8,53769
kimivl-a3b,ai2thor04008,FloorPlan303,Please help me move the mug from the right side desk to side table by the window.,0,0,failed_model,Model claimed DONE but success conditions not met,19,219966
kimivl-a3b,ai2thor04036,FloorPlan323,I'm getting ready for bed. Please put the teddy bear and laptop on the sofa and clean the bed.,0,0,failed_model,Model claimed DONE but success conditions not met,34,560265
kimivl-a3b,ai2thor04037,FloorPlan323,I'm going to study now. Please take a pen to the desk on the right and open the book.,0,0,failed_model,Model claimed DONE but success conditions not met,23,295526
kimivl-a3b,ai2thor04035,FloorPlan323,Please put my keychain in the safe.,0,0,failed_model,Reached maximum step limit (36 steps),36,680381
kimivl-a3b,ai2thor04038,FloorPlan323,I'm going on a long trip. Please turn off my phone and put it in the safe. Remember to close the safe door.,0,0,failed_model,Model determined task cannot be completed or refused to continue,10,77086
kimivl-a3b,ai2thor04040,FloorPlan324,"I'm going to sleep now. Please close the books, and then tidy up the bed.",0,0,failed_model,Model determined task cannot be completed or refused to continue,4,19285
kimivl-a3b,ai2thor04043,FloorPlan324,"I'd like to use my phone in bed for a while. Please turn it on and place it on the bed, and also clean the bed.",0,0,failed_model,Model claimed DONE but success conditions not met,8,58343
kimivl-a3b,ai2thor04045,FloorPlan210,I'm about to put my watch on; please place it on the chair.,0,0,failed_model,Model claimed DONE but success conditions not met,17,188864
kimivl-a3b,ai2thor04042,FloorPlan324,I'm getting ready to leave. Please hold my keychain and turn off all the lights.,0,0,failed_model,Reached maximum step limit (38 steps),38,736044
kimivl-a3b,ai2thor04039,FloorPlan323,I'm sleepy. Please wash the bowl in front of me and then fill it with a cup of coffee.,0,0,failed_model,Reached maximum step limit (14 steps),14,169111
kimivl-a3b,ai2thor04046,FloorPlan210,I want to work on my laptop while watching TV. Please enable both.,0,0,failed_model,Model determined task cannot be completed or refused to continue,7,43419
kimivl-a3b,ai2thor04047,FloorPlan210,Please turn on the TV.,0,0,failed_model,Model claimed DONE but success conditions not met,4,19619
kimivl-a3b,ai2thor04048,FloorPlan210,Please place the watering can on the dressing table next to it and fill it with water.,0,0,failed_model,Model claimed DONE but success conditions not met,13,111025
kimivl-a3b,ai2thor04050,FloorPlan211,I don't like the vase and statue on your left. Please smash them both.,0,0,failed_model,Step 8 parse failed after 3 retries: Unknown action: ActionName,8,95144
kimivl-a3b,ai2thor04052,FloorPlan211,I need to get a new phone. Please break the phone in front of you and put it in the box on the right.,0,0,failed_model,Model claimed DONE but success conditions not met,8,51419
kimivl-a3b,ai2thor04051,FloorPlan211,I'm going to eat at the dining table now. Please close my laptop and place it on the coffee table.,0,0,failed_model,Model claimed DONE but success conditions not met,3,13079
kimivl-a3b,ai2thor04049,FloorPlan210,"I don't want to watch TV anymore, please put the remote control in the box.",0,0,failed_model,Model claimed DONE but success conditions not met,31,520135
kimivl-a3b,ai2thor04055,FloorPlan212,This tissue box is broken; please throw it in the trash can.,0,0,failed_model,Model claimed DONE but success conditions not met,5,29692
kimivl-a3b,ai2thor04056,FloorPlan212,I want to sleep now. Please take the pillow and turn off all the lights.,0,0,failed_model,Model claimed DONE but success conditions not met,2,7760
kimivl-a3b,ai2thor04053,FloorPlan211,I want to watch TV. Please pick up the remote and turn on the TV.,0,0,failed_model,Model claimed DONE but success conditions not met,33,627006
kimivl-a3b,ai2thor04058,FloorPlan212,"I want to work on the sofa, please turn on my laptop.",0,0,failed_model,Model claimed DONE but success conditions not met,3,13150
kimivl-a3b,ai2thor04054,FloorPlan211,I'm about to leave. Please take my phone and turn off all the lights.,0,0,failed_model,Reached maximum step limit (44 steps),44,857390
kimivl-a3b,ai2thor04057,FloorPlan212,I'd like to read a newspaper. Please bring one to the sofa.,0,0,failed_model,Model claimed DONE but success conditions not met,7,42615
kimivl-a3b,ai2thor04062,FloorPlan213,I'd like to read a book on the sofa for a while. Please open the book and place it on the sofa.,0,0,failed_model,Model claimed DONE but success conditions not met,11,87829
kimivl-a3b,ai2thor04061,FloorPlan213,Please fill my indoor plants with water.,0,0,failed_model,Model claimed DONE but success conditions not met,14,150233
kimivl-a3b,ai2thor04064,FloorPlan213,I want to go out. Please take my keychain and turn off my laptop and TV.,0,0,failed_model,Step 1 parse failed after 3 retries: Unknown action: TurnOffObject,1,16657
kimivl-a3b,ai2thor04059,FloorPlan212,"I want to organize some things, please put the tissue box in the room or in the box.",0,0,failed_model,Model claimed DONE but success conditions not met,30,504505
kimivl-a3b,ai2thor04065,FloorPlan214,I want to drink water. Please pick up the bowl and fill it with water.,0,0,failed_model,Model claimed DONE but success conditions not met,10,72732
kimivl-a3b,ai2thor04063,FloorPlan213,"I don't want the watch anymore, please put it in the box.",0,0,failed_model,Model claimed DONE but success conditions not met,16,169982
kimivl-a3b,ai2thor04067,FloorPlan214,I'd like to have the bowl and plate cleaned.,0,0,failed_model,Reached maximum step limit (14 steps),14,136725
kimivl-a3b,ai2thor04066,FloorPlan214,I'd like to check the news in the newspaper and on TV. Please pick up the newspaper and turn on the TV.,0,0,failed_model,Model determined task cannot be completed or refused to continue,3,21788
kimivl-a3b,ai2thor04072,FloorPlan215,I want to sleep. Please turn off the TV and bring a pillow.,0,0,failed_model,Model claimed DONE but success conditions not met,24,349873
kimivl-a3b,ai2thor04102,FloorPlan310,I'm getting ready to leave. Please clean my bed and pick up my keychain.,0,0,failed_model,Model claimed DONE but success conditions not met,12,101452
kimivl-a3b,ai2thor04103,FloorPlan310,"I need to get ready for work, please turn on the main light in the room.",0,0,failed_model,Model determined task cannot be completed or refused to continue,3,13049
kimivl-a3b,ai2thor04101,FloorPlan310,I'm getting ready for bed. Please remove my computer and phone from the bed.,0,0,failed_model,Model claimed DONE but success conditions not met,4,19000
kimivl-a3b,ai2thor04104,FloorPlan310,I need to tidy up the room. Please put my credit card and keychain in the box.,0,0,failed_model,Model determined task cannot be completed or refused to continue,18,204229
kimivl-a3b,ai2thor04105,FloorPlan311,"I want entertainment, please turn on all the electronic devices in front of me.",0,0,failed_model,Model claimed DONE but success conditions not met,5,26987
kimivl-a3b,ai2thor04107,FloorPlan310,"I'm getting ready for bed, please put the alarm clock on the desk closest to my bed.",0,0,failed_model,Model determined task cannot be completed or refused to continue,13,112126
kimivl-a3b,ai2thor04109,FloorPlan311,I'm getting ready for bed. Please make my bed and turn off the TV.,0,0,failed_model,Model claimed DONE but success conditions not met,6,39231
kimivl-a3b,ai2thor04110,FloorPlan310,"I need to get ready to work, please turn on my phone and computer.",0,0,failed_model,Model determined task cannot be completed or refused to continue,9,70421
kimivl-a3b,ai2thor04112,FloorPlan303,Put a coffee cup with a pencil on the side table.,0,0,failed_model,Model determined task cannot be completed or refused to continue,21,253077
kimivl-a3b,ai2thor04114,FloorPlan23,"I'm going to start cooking, so I'll put a bowl on the counter.",0,0,failed_model,Model claimed DONE but success conditions not met,19,210153
kimivl-a3b,ai2thor04115,FloorPlan323,I need to get ready for work. Please move the coffee from the bedside table to the desk.,0,0,failed_model,Model determined task cannot be completed or refused to continue,10,75014
kimivl-a3b,ai2thor04117,FloorPlan25,I need to heat up the knife. Please put one knife in the pot.,0,0,failed_model,Model claimed DONE but success conditions not met,10,74592
kimivl-a3b,ai2thor04116,FloorPlan6,"I'm hungry, please put the bread slices in the microwave to heat them up.",0,0,failed_model,Model determined task cannot be completed or refused to continue,13,121535
kimivl-a3b,ai2thor04118,FloorPlan213,I'm getting ready to leave. Please leave my keys on the sofa.,0,0,failed_model,Model claimed DONE but success conditions not met,11,84643
kimivl-a3b,ai2thor04119,FloorPlan217,I'm going to clean the house now. Please put my keys and credit card in the box.,0,0,failed_model,Model claimed DONE but success conditions not met,16,202154
kimivl-a3b,ai2thor04221,FloorPlan320,I want to sleep. Please turn off all the lights in the room.,0,0,failed_model,Model claimed DONE but success conditions not met,6,38463
kimivl-a3b,ai2thor04220,FloorPlan320,"I'm a little tired. Please turn my phone on and put it on the bed, and make the bed neatly.",0,0,failed_model,Model claimed DONE but success conditions not met,7,72278
kimivl-a3b,ai2thor04224,FloorPlan320,"I'm about to exercise, please pick up this tennisracket for me.",1,1,success,,2,7772
kimivl-a3b,ai2thor04226,FloorPlan321,"I have a runny nose, please send a box of tissues to the desk.",0,0,failed_model,Model determined task cannot be completed or refused to continue,5,26431
kimivl-a3b,ai2thor04225,FloorPlan321,I'm tired and want to read a book in bed. Please open the book and place it on the bed.,0,0,failed_model,Model determined task cannot be completed or refused to continue,16,160988
kimivl-a3b,ai2thor04227,FloorPlan321,I'd like to read a book in the armchair. Please open the book and place it on the armchair.,0,0,failed_model,Model claimed DONE but success conditions not met,4,19086
kimivl-a3b,ai2thor04228,FloorPlan321,"I want to sleep now. Please turn off my phone, then clean the bed.",0,0,failed_model,Model claimed DONE but success conditions not met,3,18207
kimivl-a3b,ai2thor04069,FloorPlan214,I want to work now. Please put my laptop on the coffee table and turn it on.,0,0,failed_model,Reached maximum step limit (38 steps),38,710495
kimivl-a3b,ai2thor04229,FloorPlan321,I'm going to start working now. Please open my laptop and start it.,0,0,failed_model,Model determined task cannot be completed or refused to continue,6,34090
kimivl-a3b,ai2thor04232,FloorPlan322,I'm going out shopping. Please take my credit card and turn off the light next to the door.,0,0,failed_model,Model claimed DONE but success conditions not met,6,35437
kimivl-a3b,ai2thor04230,FloorPlan322,"I want to drink water, please fill the mug with water.",0,0,failed_model,Model claimed DONE but success conditions not met,20,272363
kimivl-a3b,ai2thor04068,FloorPlan214,Please put my keychain in the box.,0,0,failed_model,Model determined task cannot be completed or refused to continue,22,279425
kimivl-a3b,ai2thor04235,FloorPlan330,My pen is broken. Please throw the pen into the trash can.,0,0,failed_model,Model claimed DONE but success conditions not met,16,169364
kimivl-a3b,ai2thor04234,FloorPlan322,I'm trapped outside. Please take the keychain and break the window.,0,0,failed_model,Model claimed DONE but success conditions not met,6,43365
kimivl-a3b,ai2thor04233,FloorPlan322,I'd like to work in an armchair; please turn on my cell phone and bring it to the armchair.,0,0,failed_model,Reached maximum step limit (36 steps),36,679627
kimivl-a3b,ai2thor04239,FloorPlan330,"Please walk to the window, and if the window is intact, break it.",0,0,failed_model,Model claimed DONE but success conditions not met,2,7925
kimivl-a3b,ai2thor04241,FloorPlan329,I am trapped and need an emergency exit. Please break any window in the room.,0,0,failed_model,Model claimed DONE but success conditions not met,3,13104
kimivl-a3b,ai2thor04238,FloorPlan330,I want to put on my boots. Please pick up the boots located between the shelf and the dresser.,0,0,failed_model,Model claimed DONE but success conditions not met,2,7841
kimivl-a3b,ai2thor04240,FloorPlan330,Please water the houseplant as it is currently empty and lacks water.,0,0,failed_model,Model claimed DONE but success conditions not met,9,61153
kimivl-a3b,ai2thor04243,FloorPlan329,"I am tired from reading. Please close the book, then turn off the light switch and the desk lamp.",0,0,failed_model,Step 1 parse failed after 3 retries: Unknown action: ActionName,1,16539
kimivl-a3b,ai2thor04236,FloorPlan330,I want to clean the dirty mirror. Please clean the mirror.,0,0,failed_model,Model claimed DONE but success conditions not met,26,424603
kimivl-a3b,ai2thor04501,FloorPlan9,I'm thirsty. Please fill the mug at the coffee machine and put it on the dining table.,0,0,failed_model,Model claimed DONE but success conditions not met,12,115341
kimivl-a3b,ai2thor04242,FloorPlan329,I want to start working. Please open the laptop and turn it on.,0,0,failed_model,Model claimed DONE but success conditions not met,5,35870
kimivl-a3b,ai2thor04500,FloorPlan202,I'm going to start working now. Please bring me the laptop from the sofa.,0,0,failed_model,Model determined task cannot be completed or refused to continue,9,62117
kimivl-a3b,ai2thor04503,FloorPlan329,Please pick up the baseball bat leaning against the table by the door.,0,0,failed_model,Model claimed DONE but success conditions not met,6,33836
kimivl-a3b,ai2thor04505,FloorPlan422,Please move the soap bottle from the sink next to the faucet to the bathtub next to the faucet.,0,0,failed_model,Model claimed DONE but success conditions not met,6,38066
kimivl-a3b,ai2thor04502,FloorPlan313,Please pick up the tennis racket located in the aisle between the bed and the wall.,0,0,failed_model,Reached maximum step limit (32 steps),32,519866
kimivl-a3b,ai2thor05001,FloorPlan301,"Could you help me out by picking up the laptop, turning it on carefully, and holding it securely?",0,0,failed_model,Model determined task cannot be completed or refused to continue,9,61894
kimivl-a3b,ai2thor05002,FloorPlan302,Please help me with this task in the scene: open the book and turn off the desk lamp.,0,0,failed_model,Model claimed DONE but success conditions not met,2,8845
kimivl-a3b,ai2thor05003,FloorPlan303,"I'm checking a couple interactions, so please open the book gently so it stays open and then in the simulation, break the window using the provided interaction.",0,0,failed_model,Model determined task cannot be completed or refused to continue,7,51314
kimivl-a3b,ai2thor05004,FloorPlan303,"I want this put away neatly, so please pick up the phone carefully and hold it securely and then place it on the bed and make sure it sits flat and won't slide.",0,0,failed_model,Model claimed DONE but success conditions not met,10,65978
kimivl-a3b,ai2thor05008,FloorPlan308,"I want to read and check my phone, so please open the book gently so it stays open and then pick up the cell phone carefully and hold it securely and turn on the cell phone and wait until you can tell it's powered on.",0,0,failed_model,Model determined task cannot be completed or refused to continue,5,27042
kimivl-a3b,ai2thor05009,FloorPlan310,"Could you help me out by picking up the cellphone, turning it on carefully, and holding it securely?",0,0,failed_model,Model claimed DONE but success conditions not met,3,13033
kimivl-a3b,ai2thor05010,FloorPlan310,"I need it running, so please turn on the laptop and wait until you can tell it's powered on.",0,0,failed_model,Model claimed DONE but success conditions not met,2,7787
kimivl-a3b,ai2thor05005,FloorPlan305,"I want this put away neatly, so please pick up the pen carefully and hold it securely and then place it on the shelf and make sure it sits flat and won't slide.",0,0,failed_model,Model determined task cannot be completed or refused to continue,6,33351
kimivl-a3b,ai2thor05011,FloorPlan311,"It's not needed right now, so please turn off the desk lamp on the desk and confirm it's really off.",0,0,failed_model,Model claimed DONE but success conditions not met,2,11373
kimivl-a3b,ai2thor05012,FloorPlan311,"I'm putting things where they belong, so please pick up the book, carry it over, and set it down on the bed neatly.",0,0,failed_model,Reached maximum step limit (38 steps),38,656945
kimivl-a3b,ai2thor05013,FloorPlan311,"I need it running, so please turn on the laptop and wait until you can tell it's powered on.",0,0,failed_model,Reached maximum step limit (28 steps),28,432957
kimivl-a3b,ai2thor05014,FloorPlan311,Could you help me out by picking up the pencil carefully and holding it securely?,0,0,failed_model,Model claimed DONE but success conditions not met,5,31364
kimivl-a3b,ai2thor05015,FloorPlan311,Could you help me out by picking up the pen carefully and holding it securely?,0,0,failed_model,Model claimed DONE but success conditions not met,12,99745
kimivl-a3b,ai2thor05016,FloorPlan311,"I'm putting things where they belong, so please pick up the alarm clock, carry it over, and set it down on the desk neatly.",0,0,failed_model,Model claimed DONE but success conditions not met,20,226472
kimivl-a3b,ai2thor05017,FloorPlan311,"I need it running, so please turn on the TV and wait until you can tell it's powered on.",0,0,failed_model,Model determined task cannot be completed or refused to continue,8,52819
kimivl-a3b,ai2thor05006,FloorPlan306,"I want this put away neatly, so please pick up the credit card carefully and hold it securely and then place it on the side table and make sure it sits flat and won't slide.",0,0,failed_model,Model determined task cannot be completed or refused to continue,14,128970
kimivl-a3b,ai2thor05025,FloorPlan313,"I'm taking care of a couple things, so please fill the mug with water until it shows it's filled, then keep it steady and then tidy up the bed and wiping it until it looks clean.",0,0,failed_model,Model claimed DONE but success conditions not met,13,121389
kimivl-a3b,ai2thor05026,FloorPlan313,"I'm doing some chores, so please put the laptop on the desk, then tidy up the bed and wiping it until it looks clean.",0,0,failed_model,Model claimed DONE but success conditions not met,5,26056
kimivl-a3b,ai2thor05027,FloorPlan313,"I'm putting things where they belong, so please pick up the cell phone, carry it over, and set it down on the bed neatly.",0,0,failed_model,Reached maximum step limit (26 steps),26,349063
kimivl-a3b,ai2thor05041,FloorPlan319,"To start the research, please power on the cell phone and open the book for me.",0,0,failed_model,Model claimed DONE but success conditions not met,9,63020
kimivl-a3b,ai2thor05043,FloorPlan316,"I want the space neat, so please tidy up the bed and wiping it until it looks clean.",0,0,failed_model,Model determined task cannot be completed or refused to continue,5,26211
kimivl-a3b,ai2thor05048,FloorPlan319,"I need to start my remote meeting, so please toggle the laptop on.",0,0,failed_model,Model claimed DONE but success conditions not met,12,99957
kimivl-a3b,ai2thor05049,FloorPlan320,It's time for my daily exercise; can you pick up the dumbbell from the floor.,0,0,failed_model,Reached maximum step limit (12 steps),12,99731
kimivl-a3b,ai2thor05050,FloorPlan318,"It's time to power down, so please turn off the desk lamp and confirm it's really off and then turn off the light switch and confirm it's really off.",0,0,failed_model,Model claimed DONE but success conditions not met,6,34417
kimivl-a3b,ai2thor05052,FloorPlan215,"I want it switched on, so please toggle the TV to the on position and check the room responds.",0,0,failed_model,Model claimed DONE but success conditions not met,4,19584
kimivl-a3b,ai2thor05051,FloorPlan215,Please help me with this task in the scene: break the vase.,0,0,failed_model,Reached maximum step limit (20 steps),20,242243
kimivl-a3b,ai2thor05056,FloorPlan216,"I want things put away, so please close the box on the table all the way until it looks fully shut.",0,0,failed_model,Reached maximum step limit (18 steps),18,187789
kimivl-a3b,ai2thor05055,FloorPlan217,I want to play some games. Please switch on the laptop and the television.,0,0,failed_model,Step 21 parse failed after 3 retries: Missing <ACTION> tag,21,337001
kimivl-a3b,ai2thor05057,FloorPlan217,"I'm going to take a nap on the couch, so switch off the desk lamp right next to it.",0,0,failed_model,Model claimed DONE but success conditions not met,5,32208
kimivl-a3b,ai2thor05044,FloorPlan316,"It looks like it needs liquid, so please fill the houseplant with water until it shows it's filled, then keep it steady.",0,0,failed_model,Reached maximum step limit (20 steps),20,237740
kimivl-a3b,ai2thor05060,FloorPlan219,We are under a cyberattack. Power on the TV for news and break the laptop immediately so no one can access the data.,0,0,failed_model,Reached maximum step limit (28 steps),28,395096
kimivl-a3b,ai2thor05061,FloorPlan220,"I'm settling in on the sofa, so please turn on the laptop on the sofa and wait until you can tell it's powered on.",0,0,failed_model,Reached maximum step limit (20 steps),20,232942
kimivl-a3b,ai2thor05058,FloorPlan218,"I'm putting things where they belong, so please pick up the box, carry it over, and set it down on the dining table neatly.",0,0,failed_model,Reached maximum step limit (32 steps),32,530567
kimivl-a3b,ai2thor05063,FloorPlan15,"The pot looks a bit dusty, so clean the pot and slice the tomato for the soup.",0,0,failed_model,Model claimed DONE but success conditions not met,4,19676
kimivl-a3b,ai2thor05065,FloorPlan15,"I'm about to start cooking, could you please pick up a potato for me?",0,0,failed_model,Model claimed DONE but success conditions not met,5,25876
kimivl-a3b,ai2thor05045,FloorPlan316,"It looks like it needs liquid, so please fill the bowl with water until it shows it's filled, then keep it steady.",0,0,failed_model,Reached maximum step limit (20 steps),20,228125
kimivl-a3b,ai2thor05066,FloorPlan15,"I'm ready to start the stew, so please pick up the pot for me.",0,0,failed_model,Model claimed DONE but success conditions not met,2,7852
kimivl-a3b,ai2thor05064,FloorPlan15,"I'm planning to make soup, so please fill the pot with water and slice the tomato for me.",0,0,failed_model,Reached maximum step limit (22 steps),22,274483
kimivl-a3b,ai2thor05068,FloorPlan16,"I'm hungry, so please slice the bread as instructed and keep the pieces together and then pick up one piece.",0,0,failed_model,Reached maximum step limit (16 steps),16,160492
kimivl-a3b,ai2thor05069,FloorPlan16,"I'm putting things where they belong, so please pick up the tomato, carry it over, and set it down on the dining table neatly.",0,0,failed_model,Model claimed DONE but success conditions not met,13,110636
kimivl-a3b,ai2thor05070,FloorPlan16,"The soup is a bit bland, please move the salt shaker to the dining table.",0,0,failed_model,Reached maximum step limit (34 steps),34,546602
kimivl-a3b,ai2thor05071,FloorPlan16,"Dinner is served, so please move the ladle to the dining table.",0,0,failed_model,Model claimed DONE but success conditions not met,18,192699
kimivl-a3b,ai2thor05072,FloorPlan18,I'm making a fresh summer salad; please slice the lettuce and the apple for me.,0,0,failed_model,Model claimed DONE but success conditions not met,17,173923
kimivl-a3b,ai2thor05073,FloorPlan20,"My lunch has gotten cold, so please turn on the microwave to warm it up.",0,0,failed_model,Reached maximum step limit (18 steps),18,228775
kimivl-a3b,ai2thor05046,FloorPlan316,"I'm preparing the scene, so please in the simulation, make the bowl dirty so its state changes to 'dirty'.",0,0,failed_model,Reached maximum step limit (20 steps),20,244656
kimivl-a3b,ai2thor05079,FloorPlan18,"I'm starting breakfast now, so please turn on the coffee machine for me.",0,0,failed_model,Model determined task cannot be completed or refused to continue,8,52472
kimivl-a3b,ai2thor05501,FloorPlan302,"I want to exercise now, could you please hand me the tennis racket on the floor near the table?",0,0,failed_model,Reached maximum step limit (16 steps),16,179356
kimivl-a3b,ai2thor05080,FloorPlan20,I'm feeling a bit sleepy; could you fill the cup with coffee to help me wake up?,0,0,failed_model,Reached maximum step limit (20 steps),20,237672
kimivl-a3b,ai2thor05505,FloorPlan326,I see a tennis racket—could you pick it up for me? I'm ready to get a good workout in,0,0,failed_model,Model claimed DONE but success conditions not met,7,46726
kimivl-a3b,ai2thor05506,FloorPlan324,I want to combine my workout with some housework—could you pick up the tennis racket in the corner and give the bed a quick clean?,0,0,failed_model,Model claimed DONE but success conditions not met,8,52443
kimivl-a3b,ai2thor05508,FloorPlan304,"It's such a lovely day; I feel like tidying up my bed. First I'll pick up my pillow, then give the whole bed a good clean—so I can sleep nice and sound tonight.",0,0,failed_model,Model claimed DONE but success conditions not met,2,7923
kimivl-a3b,ai2thor05509,FloorPlan304,I'd like to take a nap. Could you tidy the bed and turn off the wall light for me? Thank you.,0,0,failed_model,Model claimed DONE but success conditions not met,19,225724
kimivl-a3b,ai2thor05510,FloorPlan305,"I have something really important tomorrow, and I'm afraid I won't hear the alarm—could you please move the alarm clock from the desk to my side table? Thanks!",0,0,failed_model,Model claimed DONE but success conditions not met,7,42758
kimivl-a3b,ai2thor05511,FloorPlan305,I'm so tired tonight that I want to go to bed early—could you please turn off the lights in the room? The switch is right by the door. Thanks!,0,0,failed_model,Model claimed DONE but success conditions not met,5,26562
kimivl-a3b,ai2thor05512,FloorPlan305,"I'd like to read the book on my desk before bed. Please tidy up the bed first, then bring the book and place it on the bed for me.",0,0,failed_model,Reached maximum step limit (26 steps),26,396027
kimivl-a3b,ai2thor05516,FloorPlan308,I have ended my friendship and I no longer want the pencil or the fountain pen he gave me. I have already thrown the pencil into the trash. Could you throw the fountain pen into the trash for me?,0,0,failed_model,Model claimed DONE but success conditions not met,8,57379
kimivl-a3b,ai2thor05517,FloorPlan308,"I just woke up and I’m ready to get to work—you help me tidy the bed first, then use the laptop to start working and get it booted up.",0,0,failed_model,Model claimed DONE but success conditions not met,9,81654
kimivl-a3b,ai2thor05518,FloorPlan313,I want to take a proper break. Please pour me a glass of water and then turn on my phone—I’d like to play a game for a bit.,0,0,failed_model,Model claimed DONE but success conditions not met,3,13138
kimivl-a3b,ai2thor05523,FloorPlan317,The sunlight is lovely now—there's no need for extra light. Please switch off the bedside lamp,0,0,failed_model,Model claimed DONE but success conditions not met,2,7741
kimivl-a3b,ai2thor05525,FloorPlan318,I'd like to take a break and read for a while in the armchair—could you place the book on it?,0,1,failed_model,Model claimed DONE but success conditions not met,2,8016
kimivl-a3b,ai2thor05526,FloorPlan319,"I'd like to read in bed for a while—please take the book from the desk, put it on the bed, and open it",0,0,failed_model,Model claimed DONE but success conditions not met,7,42331
